miRNA,mRNA,PCC.cor,p_value,adjusted_p_value,mRNA_log2FoldChange,mRNA_padj,mRNA_DE,miRNA_log2FoldChange,miRNA_padj,miRNA_DE,NCBI_Description,Swiss.Prot_Description,score,energy,query_similar,subject_similar,total_bp_shared,GO_Swiss.Prot,GO_Trembl
Cluster_3293,evm.TU.chromosome_1.406,0.05650747198,0.8182693064,0.9730266558,-6.339135082,0.00682372434,Y,-1.347139578,0.03223181177,Y,multidrug resistance-associated protein 4-like [Orbicella faveolata],Multidrug resistance-associated protein 4 OS=Homo sapiens GN=ABCC4 PE=1 SV=3,159,-20.28,66.67%,83.33%,18,GO:0016323; GO:0005887; GO:0016020; GO:0005886; GO:0031088; GO:0016404; GO:0005524; GO:0015662; GO:0042626; GO:0043225; GO:0060271; GO:0002576; GO:0048661; GO:0032310; GO:0042493; GO:0014070; GO:0010243; GO:0055085,GO:0016021; GO:0005524; GO:0042626
Cluster_4640,evm.TU.chromosome_3.785,-0.4312050331,0.06528862767,0.6128056696,-2.193657782,0.004706490087,Y,1.482947692,0.04030504797,Y,transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata],Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2,172,-20.38,78.95%,84.21%,19,GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646,GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705
Cluster_4640,evm.TU.chromosome_3.785,-0.4312050331,0.06528862767,0.6128056696,-2.193657782,0.004706490087,Y,1.31187539,0.03794629001,Y,transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata],Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2,172,-20.38,78.95%,84.21%,19,GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646,GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705
Cluster_4640,evm.TU.chromosome_3.785,-0.4312050331,0.06528862767,0.6128056696,-2.193657782,0.004706490087,Y,1.86456531,0.0009935024121,Y,transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata],Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2,172,-20.38,78.95%,84.21%,19,GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646,GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705
Cluster_4640,evm.TU.chromosome_3.785,-0.4312050331,0.06528862767,0.6128056696,-1.916437234,0.01615099182,Y,1.482947692,0.04030504797,Y,transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata],Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2,172,-20.38,78.95%,84.21%,19,GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646,GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705
Cluster_4640,evm.TU.chromosome_3.785,-0.4312050331,0.06528862767,0.6128056696,-1.916437234,0.01615099182,Y,1.31187539,0.03794629001,Y,transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata],Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2,172,-20.38,78.95%,84.21%,19,GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646,GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705
Cluster_4640,evm.TU.chromosome_3.785,-0.4312050331,0.06528862767,0.6128056696,-1.916437234,0.01615099182,Y,1.86456531,0.0009935024121,Y,transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata],Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2,172,-20.38,78.95%,84.21%,19,GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646,GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705
Cluster_1473,evm.TU.chromosome_9.1073,0.005220658643,0.9830770055,0.9978155458,5.23076637,0.0003067760062,Y,-1.444360757,0.02518494039,Y,hemagglutinin/amebocyte aggregation factor-like isoform X1 [Orbicella faveolata],Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1,162,-21.05,75.00%,80.00%,20,GO:0005576,
Cluster_1473,evm.TU.chromosome_9.1073,0.005220658643,0.9830770055,0.9978155458,3.979812597,0.002738928733,Y,-1.444360757,0.02518494039,Y,hemagglutinin/amebocyte aggregation factor-like isoform X1 [Orbicella faveolata],Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1,162,-21.05,75.00%,80.00%,20,GO:0005576,
Cluster_1452,evm.TU.chromosome_9.1071,-0.2061962066,0.3970357604,0.8713242761,2.217888161,0.0003470143871,Y,-1.910818382,0.03487820213,Y,hemagglutinin/amebocyte aggregation factor-like isoform X1 [Orbicella faveolata],Hemagglutinin/amebocyte aggregation factor OS=Limulus polyphemus PE=1 SV=1,158,-20.32,76.19%,76.19%,21,GO:0005576,
Cluster_2003,evm.TU.chromosome_9.2773,0.2423001318,0.3175733322,0.8409544624,-2.044398001,0.03219956156,Y,-2.084022573,0.008928651577,Y,uncharacterized protein LOC110049934 isoform X1 [Orbicella faveolata],NA,154,-20.73,84.62%,84.62%,13,NA,NA
Cluster_2003,evm.TU.chromosome_9.2773,0.2423001318,0.3175733322,0.8409544624,-2.044398001,0.03219956156,Y,-1.807889724,0.01372151167,Y,uncharacterized protein LOC110049934 isoform X1 [Orbicella faveolata],NA,154,-20.73,84.62%,84.62%,13,NA,NA
Cluster_1765,evm.TU.chromosome_2.644,0.5805451536,0.009156194538,0.3482720802,1.285224419,0.03690066684,Y,1.361284008,0.03794629001,Y,histone deacetylase 6-like [Orbicella faveolata],Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2,172,-21.74,89.47%,89.47%,19,GO:0016235; GO:0030424; GO:0005901; GO:0031252; GO:0005737; GO:0005881; GO:0005829; GO:0030425; GO:0000118; GO:0016234; GO:0005874; GO:0005875; GO:0005771; GO:0005654; GO:0005634; GO:0043204; GO:0048471; GO:0003779; GO:0043014; GO:0008013; GO:0048487; GO:0001047; GO:0070840; GO:0019899; GO:0004407; GO:0042826; GO:0051879; GO:0008017; GO:0051787; GO:0032041; GO:0031593; GO:0048156; GO:0042903; GO:0043130; GO:0031625; GO:0008270; GO:0070842; GO:0006914; GO:0070301; GO:0071218; GO:0035967; GO:0060271; GO:0048668; GO:0060997; GO:0016575; GO:0070846; GO:0006886; GO:0032418; GO:0051646; GO:0010727; GO:0007026; GO:0051354; GO:0043242; GO:0045861; GO:0045892; GO:0061734; GO:0034983; GO:0070845; GO:0090035; GO:0010634; GO:1901300; GO:0010870; GO:0009967; GO:0043241; GO:0006476; GO:0000209; GO:0006515; GO:0060765; GO:0010506; GO:1903146; GO:0070201; GO:0045598; GO:0040029; GO:0016241; GO:0060632; GO:0031647; GO:0010469; GO:0070848; GO:0051788; GO:0010033; GO:0009636; GO:0006351; GO:0090042; GO:0043162,GO:0008270
Cluster_1473,evm.TU.chromosome_10.540,0.1405259792,0.5660938924,0.9202787583,-1.583580447,0.01436438068,Y,-1.444360757,0.02518494039,Y,cholinesterase-like [Orbicella faveolata],Acetylcholinesterase OS=Torpedo marmorata GN=ache PE=1 SV=2,159,-24.04,80.00%,85.00%,20,GO:0031225; GO:0030054; GO:0005886; GO:0043083; GO:0003990; GO:0001507,
Cluster_1473,evm.TU.chromosome_10.540,0.1405259792,0.5660938924,0.9202787583,-1.67134584,0.006810025024,Y,-1.444360757,0.02518494039,Y,cholinesterase-like [Orbicella faveolata],Acetylcholinesterase OS=Torpedo marmorata GN=ache PE=1 SV=2,159,-24.04,80.00%,85.00%,20,GO:0031225; GO:0030054; GO:0005886; GO:0043083; GO:0003990; GO:0001507,
Cluster_1473,evm.TU.chromosome_14.5416,-0.01806098975,0.9414982352,0.9921421112,-2.952086492,0.03492527064,Y,-1.444360757,0.02518494039,Y,collagen triple helix repeat-containing protein 1-like [Orbicella faveolata],Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1,166,-26.08,76.19%,85.71%,21,GO:0005581; GO:0005737; GO:0005576; GO:0005615; GO:0005578; GO:0005109; GO:0017147; GO:0016477; GO:0090103; GO:0090177; GO:0060122; GO:0090090; GO:0043932; GO:0045669; GO:0033690; GO:0032092; GO:0060071,GO:0005581
Cluster_3037,evm.TU.chromosome_13.3414,-0.1662333758,0.4964038344,0.901442929,-2.884187852,0.02405833106,Y,-1.437524244,0.021421493,Y,uncharacterized protein LOC110067166 [Orbicella faveolata],NA,171,-20.39,77.78%,88.89%,18,NA,
Cluster_3037,evm.TU.chromosome_13.3414,-0.1662333758,0.4964038344,0.901442929,-2.884187852,0.02405833106,Y,-2.100507785,1.31E-05,Y,uncharacterized protein LOC110067166 [Orbicella faveolata],NA,171,-20.39,77.78%,88.89%,18,NA,
Cluster_3037,evm.TU.chromosome_13.3414,-0.1662333758,0.4964038344,0.901442929,-2.884187852,0.02405833106,Y,-1.905729285,0.0001233001626,Y,uncharacterized protein LOC110067166 [Orbicella faveolata],NA,171,-20.39,77.78%,88.89%,18,NA,
