gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
Pocillopora_meandrina_HIv1___RNAseq.g15689.t1,GO:0005768,endosome,980,5,2.78,0.02408,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g15689.t1::Pocillopora_meandrina_HIv1___Sc0000003:6739129-6740129,182,-25.97,2 21,855 875,19,89.47%,94.74%,0.005102040816,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g15689.t1,GO:0005789,endoplasmic reticulum membrane,933,2,2.65,0.00922,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g15689.t1::Pocillopora_meandrina_HIv1___Sc0000003:6739129-6740129,182,-25.97,2 21,855 875,19,89.47%,94.74%,0.002143622722,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g15689.t1,GO:0005794,Golgi apparatus,1408,5,3.99,0.00311,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g15689.t1::Pocillopora_meandrina_HIv1___Sc0000003:6739129-6740129,182,-25.97,2 21,855 875,19,89.47%,94.74%,0.003551136364,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g15689.t1,GO:0005886,plasma membrane,4952,11,14.05,2.70E-06,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g15689.t1::Pocillopora_meandrina_HIv1___Sc0000003:6739129-6740129,182,-25.97,2 21,855 875,19,89.47%,94.74%,0.002221324717,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g15689.t1,GO:0009986,cell surface,637,3,1.81,0.00196,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g15689.t1::Pocillopora_meandrina_HIv1___Sc0000003:6739129-6740129,182,-25.97,2 21,855 875,19,89.47%,94.74%,0.004709576138,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g15689.t1,GO:0031901,early endosome membrane,189,1,0.54,0.02881,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g15689.t1::Pocillopora_meandrina_HIv1___Sc0000003:6739129-6740129,182,-25.97,2 21,855 875,19,89.47%,94.74%,0.005291005291,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g677.t1,GO:0000139,Golgi membrane,605,3,1.72,0.00012,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g677.t1::Pocillopora_meandrina_HIv1___Sc0000033:2825200-2826200,163,-23.87,2 21,851 874,21,71.43%,80.95%,0.004958677686,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g677.t1,GO:0005615,extracellular space,1515,4,4.3,0.00044,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g677.t1::Pocillopora_meandrina_HIv1___Sc0000033:2825200-2826200,163,-23.87,2 21,851 874,21,71.43%,80.95%,0.002640264026,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4966.t1,GO:0005886,plasma membrane,4952,11,14.05,2.70E-06,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4966.t1::Pocillopora_meandrina_HIv1___Sc0000044:1116026-1117026,168,-21.91,2 18,731 753,17,88.24%,88.24%,0.002221324717,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4187.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4187.t1::Pocillopora_meandrina_HIv1___Sc0000015:934881-935881,170,-20.56,2 21,883 903,19,84.21%,84.21%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4187.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4187.t1::Pocillopora_meandrina_HIv1___Sc0000015:934881-935881,170,-20.56,2 21,883 903,19,84.21%,84.21%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g16067.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g16067.t1::Pocillopora_meandrina_HIv1___Sc0000003:11378385-11379385,155,-21.49,2 21,57 81,22,63.64%,77.27%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19088.t1,GO:0005615,extracellular space,1515,4,4.3,0.00044,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19088.t1::Pocillopora_meandrina_HIv1___Sc0000001:5822402-5823110,151,-21.28,2 21,339 367,26,61.54%,69.23%,0.002640264026,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19088.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19088.t1::Pocillopora_meandrina_HIv1___Sc0000001:5822402-5823110,151,-21.28,2 21,339 367,26,61.54%,69.23%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19088.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19088.t1::Pocillopora_meandrina_HIv1___Sc0000001:5822402-5823110,151,-21.28,2 21,339 367,26,61.54%,69.23%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19088.t1,GO:0005813,centrosome,594,5,1.69,9.30E-07,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19088.t1::Pocillopora_meandrina_HIv1___Sc0000001:5822402-5823110,151,-21.28,2 21,339 367,26,61.54%,69.23%,0.008417508418,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19088.t1,GO:0034451,centriolar satellite,106,1,0.3,0.01626,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19088.t1::Pocillopora_meandrina_HIv1___Sc0000001:5822402-5823110,151,-21.28,2 21,339 367,26,61.54%,69.23%,0.009433962264,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10778.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10778.t1::Pocillopora_meandrina_HIv1___Sc0000021:2402742-2403742,169,-25.57,2 20,295 318,20,80.00%,90.00%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10778.t1,GO:0005813,centrosome,594,5,1.69,9.30E-07,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10778.t1::Pocillopora_meandrina_HIv1___Sc0000021:2402742-2403742,169,-25.57,2 20,295 318,20,80.00%,90.00%,0.008417508418,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10778.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10778.t1::Pocillopora_meandrina_HIv1___Sc0000021:2402742-2403742,169,-25.57,2 20,295 318,20,80.00%,90.00%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g9805.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g9805.t1::Pocillopora_meandrina_HIv1___Sc0000012:3761353-3762353,165,-20.27,2 20,780 803,20,80.00%,85.00%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g9805.t1,GO:0005654,nucleoplasm,2121,4,6.02,0.00185,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g9805.t1::Pocillopora_meandrina_HIv1___Sc0000012:3761353-3762353,165,-20.27,2 20,780 803,20,80.00%,85.00%,0.001885902876,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g8928.t3,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g8928.t3::Pocillopora_meandrina_HIv1___Sc0000030:1005485-1006485,172,-24.07,2 21,630 651,19,73.68%,89.47%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g8928.t3,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g8928.t3::Pocillopora_meandrina_HIv1___Sc0000030:1005485-1006485,172,-24.07,2 21,630 651,19,73.68%,89.47%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19446.t2,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19446.t2::Pocillopora_meandrina_HIv1___Sc0000001:9355835-9356835,165,-20.87,2 18,277 298,16,81.25%,87.50%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19446.t2,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19446.t2::Pocillopora_meandrina_HIv1___Sc0000001:9355835-9356835,165,-20.87,2 18,277 298,16,81.25%,87.50%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19446.t2,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19446.t2::Pocillopora_meandrina_HIv1___Sc0000001:9355835-9356835,165,-20.87,2 18,277 298,16,81.25%,87.50%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g25271.t1,GO:0005615,extracellular space,1515,4,4.3,0.00044,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g25271.t1::Pocillopora_meandrina_HIv1___Sc0000033:950723-951723,159,-20.65,2 21,908 930,20,70.00%,80.00%,0.002640264026,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g25271.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g25271.t1::Pocillopora_meandrina_HIv1___Sc0000033:950723-951723,159,-20.65,2 21,908 930,20,70.00%,80.00%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g25271.t1,GO:0005768,endosome,980,5,2.78,0.02408,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g25271.t1::Pocillopora_meandrina_HIv1___Sc0000033:950723-951723,159,-20.65,2 21,908 930,20,70.00%,80.00%,0.005102040816,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g25271.t1,GO:0009897,external side of plasma membrane,205,1,0.58,0.03121,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g25271.t1::Pocillopora_meandrina_HIv1___Sc0000033:950723-951723,159,-20.65,2 21,908 930,20,70.00%,80.00%,0.00487804878,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g19089.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g19089.t1::Pocillopora_meandrina_HIv1___Sc0000001:5822402-5823110,151,-21.28,2 21,339 367,26,61.54%,69.23%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g2795.t1,GO:0005886,plasma membrane,4952,11,14.05,2.70E-06,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g2795.t1::Pocillopora_meandrina_HIv1___Sc0000010:11186543-11187543,176,-21.18,2 21,753 774,19,78.95%,89.47%,0.002221324717,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g23092.t1,GO:0005789,endoplasmic reticulum membrane,933,2,2.65,0.00922,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g23092.t1::Pocillopora_meandrina_HIv1___Sc0000005:2593230-2594230,170,-22.74,2 20,516 538,19,78.95%,89.47%,0.002143622722,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g23092.t1,GO:0030425,dendrite,734,4,2.08,9.70E-05,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g23092.t1::Pocillopora_meandrina_HIv1___Sc0000005:2593230-2594230,170,-22.74,2 20,516 538,19,78.95%,89.47%,0.005449591281,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g23092.t1,GO:0098793,presynapse,710,4,2.01,0.003,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g23092.t1::Pocillopora_meandrina_HIv1___Sc0000005:2593230-2594230,170,-22.74,2 20,516 538,19,78.95%,89.47%,0.005633802817,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g23092.t1,GO:0098794,postsynapse,717,4,2.03,0.01932,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g23092.t1::Pocillopora_meandrina_HIv1___Sc0000005:2593230-2594230,170,-22.74,2 20,516 538,19,78.95%,89.47%,0.005578800558,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g345.t1,GO:0000139,Golgi membrane,605,3,1.72,0.00012,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g345.t1::Pocillopora_meandrina_HIv1___Sc0000020:3528937-3529937,160,-20.96,2 13,434 455,11,100.00%,100.00%,0.004958677686,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g345.t1,GO:0005576,extracellular region,2665,6,7.56,0.01037,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g345.t1::Pocillopora_meandrina_HIv1___Sc0000020:3528937-3529937,160,-20.96,2 13,434 455,11,100.00%,100.00%,0.002251407129,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14669.t1,GO:0005576,extracellular region,2665,6,7.56,0.01037,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g14669.t1::Pocillopora_meandrina_HIv1___Sc0000024:1710049-1711049,160,-20.43,2 21,808 829,19,68.42%,78.95%,0.002251407129,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g1306.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g1306.t1::Pocillopora_meandrina_HIv1___Sc0000031:128457-129457,176,-21.44,2 21,484 505,19,84.21%,84.21%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g1306.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g1306.t1::Pocillopora_meandrina_HIv1___Sc0000031:128457-129457,176,-21.44,2 21,484 505,19,84.21%,84.21%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12666.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12666.t1::Pocillopora_meandrina_HIv1___Sc0000004:7755104-7756104,166,-21.98,2 21,170 190,19,78.95%,84.21%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12666.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12666.t1::Pocillopora_meandrina_HIv1___Sc0000004:7755104-7756104,166,-21.98,2 21,170 190,19,78.95%,84.21%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12666.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12666.t1::Pocillopora_meandrina_HIv1___Sc0000004:7755104-7756104,166,-21.98,2 21,170 190,19,78.95%,84.21%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12666.t1,GO:0005886,plasma membrane,4952,11,14.05,2.70E-06,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12666.t1::Pocillopora_meandrina_HIv1___Sc0000004:7755104-7756104,166,-21.98,2 21,170 190,19,78.95%,84.21%,0.002221324717,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g5886.t1,GO:0005886,plasma membrane,4952,11,14.05,2.70E-06,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g5886.t1::Pocillopora_meandrina_HIv1___Sc0000009:4676260-4677260,172,-22.12,2 21,744 765,19,78.95%,84.21%,0.002221324717,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g23822.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g23822.t1::Pocillopora_meandrina_HIv1___Sc0000005:11457775-11458775,162,-20.48,2 21,35 55,19,73.68%,84.21%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g18186.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g18186.t1::Pocillopora_meandrina_HIv1___Sc0000019:3758357-3759357,155,-21.98,2 21,77 102,23,60.87%,78.26%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12280.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12280.t1::Pocillopora_meandrina_HIv1___Sc0000004:2345827-2346827,167,-21.37,2 21,83 107,22,77.27%,77.27%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12280.t1,GO:0005654,nucleoplasm,2121,4,6.02,0.00185,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12280.t1::Pocillopora_meandrina_HIv1___Sc0000004:2345827-2346827,167,-21.37,2 21,83 107,22,77.27%,77.27%,0.001885902876,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12280.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12280.t1::Pocillopora_meandrina_HIv1___Sc0000004:2345827-2346827,167,-21.37,2 21,83 107,22,77.27%,77.27%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12280.t1,GO:0005794,Golgi apparatus,1408,5,3.99,0.00311,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12280.t1::Pocillopora_meandrina_HIv1___Sc0000004:2345827-2346827,167,-21.37,2 21,83 107,22,77.27%,77.27%,0.003551136364,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12280.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g12280.t1::Pocillopora_meandrina_HIv1___Sc0000004:2345827-2346827,167,-21.37,2 21,83 107,22,77.27%,77.27%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22738.t1,GO:0014069,postsynaptic density,255,1,0.72,0.03868,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g22738.t1::Pocillopora_meandrina_HIv1___Sc0000000:20806457-20807457,170,-22.56,2 21,980 1000,19,84.21%,84.21%,0.003921568627,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22738.t1,GO:0030425,dendrite,734,4,2.08,9.70E-05,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g22738.t1::Pocillopora_meandrina_HIv1___Sc0000000:20806457-20807457,170,-22.56,2 21,980 1000,19,84.21%,84.21%,0.005449591281,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22738.t1,GO:0043679,axon terminus,155,2,0.44,0.00027,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g22738.t1::Pocillopora_meandrina_HIv1___Sc0000000:20806457-20807457,170,-22.56,2 21,980 1000,19,84.21%,84.21%,0.01290322581,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22738.t1,GO:0098978,glutamatergic synapse,492,3,1.4,6.30E-05,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g22738.t1::Pocillopora_meandrina_HIv1___Sc0000000:20806457-20807457,170,-22.56,2 21,980 1000,19,84.21%,84.21%,0.006097560976,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14155.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g14155.t1::Pocillopora_meandrina_HIv1___Sc0000027:3508163-3509163,179,-27.5,2 21,112 135,21,85.71%,85.71%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14155.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g14155.t1::Pocillopora_meandrina_HIv1___Sc0000027:3508163-3509163,179,-27.5,2 21,112 135,21,85.71%,85.71%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14155.t1,GO:0009898,cytoplasmic side of plasma membrane,144,1,0.41,0.02202,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g14155.t1::Pocillopora_meandrina_HIv1___Sc0000027:3508163-3509163,179,-27.5,2 21,112 135,21,85.71%,85.71%,0.006944444444,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14155.t1,GO:0030424,axon,773,5,2.19,0.00204,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g14155.t1::Pocillopora_meandrina_HIv1___Sc0000027:3508163-3509163,179,-27.5,2 21,112 135,21,85.71%,85.71%,0.006468305304,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g8927.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g8927.t1::Pocillopora_meandrina_HIv1___Sc0000030:1005149-1006149,172,-24.07,2 21,966 987,19,73.68%,89.47%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g8927.t1,GO:0005654,nucleoplasm,2121,4,6.02,0.00185,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g8927.t1::Pocillopora_meandrina_HIv1___Sc0000030:1005149-1006149,172,-24.07,2 21,966 987,19,73.68%,89.47%,0.001885902876,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g8927.t1,GO:0030425,dendrite,734,4,2.08,9.70E-05,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g8927.t1::Pocillopora_meandrina_HIv1___Sc0000030:1005149-1006149,172,-24.07,2 21,966 987,19,73.68%,89.47%,0.005449591281,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g8927.t1,GO:0043679,axon terminus,155,2,0.44,0.00027,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___TS.g8927.t1::Pocillopora_meandrina_HIv1___Sc0000030:1005149-1006149,172,-24.07,2 21,966 987,19,73.68%,89.47%,0.01290322581,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10763.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10763.t1::Pocillopora_meandrina_HIv1___Sc0000021:2168632-2169632,169,-25.57,2 20,282 305,20,80.00%,90.00%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10763.t1,GO:0005813,centrosome,594,5,1.69,9.30E-07,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10763.t1::Pocillopora_meandrina_HIv1___Sc0000021:2168632-2169632,169,-25.57,2 20,282 305,20,80.00%,90.00%,0.008417508418,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10763.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10763.t1::Pocillopora_meandrina_HIv1___Sc0000021:2168632-2169632,169,-25.57,2 20,282 305,20,80.00%,90.00%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10761.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10761.t1::Pocillopora_meandrina_HIv1___Sc0000021:2135480-2136480,169,-25.57,2 20,280 303,20,80.00%,90.00%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10761.t1,GO:0005813,centrosome,594,5,1.69,9.30E-07,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10761.t1::Pocillopora_meandrina_HIv1___Sc0000021:2135480-2136480,169,-25.57,2 20,280 303,20,80.00%,90.00%,0.008417508418,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10761.t1,GO:0005829,cytosol,3291,12,9.34,5.00E-14,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g10761.t1::Pocillopora_meandrina_HIv1___Sc0000021:2135480-2136480,169,-25.57,2 20,280 303,20,80.00%,90.00%,0.003646308113,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4662.t1,GO:0005634,nucleus,5690,17,16.14,1.20E-11,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4662.t1::Pocillopora_meandrina_HIv1___Sc0000015:7034622-7035622,164,-21.82,2 21,786 807,19,73.68%,78.95%,0.002987697715,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4662.t1,GO:0005737,cytoplasm,10740,25,30.47,8.60E-08,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4662.t1::Pocillopora_meandrina_HIv1___Sc0000015:7034622-7035622,164,-21.82,2 21,786 807,19,73.68%,78.95%,0.002327746741,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4662.t1,GO:0005886,plasma membrane,4952,11,14.05,2.70E-06,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4662.t1::Pocillopora_meandrina_HIv1___Sc0000015:7034622-7035622,164,-21.82,2 21,786 807,19,73.68%,78.95%,0.002221324717,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4662.t1,GO:0005901,caveola,92,2,0.26,9.60E-05,Cellular Components,mir-2025,ID=Pocillopora_meandrina_HIv1___RNAseq.g4662.t1::Pocillopora_meandrina_HIv1___Sc0000015:7034622-7035622,164,-21.82,2 21,786 807,19,73.68%,78.95%,0.02173913043,Pocillopora tuahiniensis
