gene_name,GeneOntologyIDs,Term,Annotated,Significant,Expected,Fisher,ontology,mirna,Target,Score,Energy_kcal_mol,Query_start_end,Subject_start_end,Length,Query_Identity,Subject_Identity,prop.sig.genes,Species
Pocillopora_meandrina_HIv1___RNAseq.g11115.t1,GO:0015132,prostaglandin transmembrane transporter activity,40,9,4.23,0.02146,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11115.t1::Pocillopora_meandrina_HIv1___Sc0000021:6041080-6042080,156,-22.32,2 14,496 518,13,92.31%,92.31%,0.225,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11115.t1,GO:0015143,urate transmembrane transporter activity,36,9,3.81,0.01084,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11115.t1::Pocillopora_meandrina_HIv1___Sc0000021:6041080-6042080,156,-22.32,2 14,496 518,13,92.31%,92.31%,0.25,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11115.t1,GO:0015432,ABC-type bile acid transporter activity,33,9,3.49,0.00593,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11115.t1::Pocillopora_meandrina_HIv1___Sc0000021:6041080-6042080,156,-22.32,2 14,496 518,13,92.31%,92.31%,0.2727272727,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11115.t1,GO:0034634,glutathione transmembrane transporter activity,41,9,4.33,0.025,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11115.t1::Pocillopora_meandrina_HIv1___Sc0000021:6041080-6042080,156,-22.32,2 14,496 518,13,92.31%,92.31%,0.2195121951,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22163.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-22,ID=Pocillopora_meandrina_HIv1___RNAseq.g22163.t1::Pocillopora_meandrina_HIv1___Sc0000000:12902201-12903201,173,-20.03,2 18,655 677,16,87.50%,93.75%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g30257.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-12,ID=Pocillopora_meandrina_HIv1___RNAseq.g30257.t1::Pocillopora_meandrina_HIv1___Sc0000032:2526353-2527353,146,-22.65,2 20,563 587,21,66.67%,66.67%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g9830.t1,GO:0030246,carbohydrate binding,369,46,39.01,0.02273,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g9830.t1::Pocillopora_meandrina_HIv1___Sc0000012:4070973-4071973,147,-20.71,2 12,97 118,10,90.00%,90.00%,0.1246612466,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g20624.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g20624.t1::Pocillopora_meandrina_HIv1___xfSc0000002:737321-738321,153,-21.09,2 21,527 550,22,68.18%,77.27%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g21089.t1,GO:0030246,carbohydrate binding,369,46,39.01,0.02273,Molecular Functions,ptuh-mir-novel-28,ID=Pocillopora_meandrina_HIv1___RNAseq.g21089.t1::Pocillopora_meandrina_HIv1___Sc0000000:1624266-1625266,145,-20.13,2 18,513 534,16,62.50%,75.00%,0.1246612466,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g12743.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___TS.g12743.t1::Pocillopora_meandrina_HIv1___Sc0000004:9044283-9045283,167,-27.67,2 16,230 251,14,85.71%,100.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g5801.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-12,ID=Pocillopora_meandrina_HIv1___RNAseq.g5801.t1::Pocillopora_meandrina_HIv1___Sc0000007:7804002-7805002,153,-23.6,2 20,283 303,18,72.22%,77.78%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g5801.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-14,ID=Pocillopora_meandrina_HIv1___RNAseq.g5801.t1::Pocillopora_meandrina_HIv1___Sc0000007:7804002-7805002,151,-23.61,2 21,281 303,20,70.00%,70.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22344.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-19,ID=Pocillopora_meandrina_HIv1___RNAseq.g22344.t1::Pocillopora_meandrina_HIv1___Sc0000000:16455711-16456711,171,-22.8,2 22,741 762,20,80.00%,85.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g22016.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-4,ID=Pocillopora_meandrina_HIv1___TS.g22016.t1::Pocillopora_meandrina_HIv1___Sc0000015:6427931-6428931,164,-20.71,2 22,504 527,21,66.67%,85.71%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6265.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g6265.t1::Pocillopora_meandrina_HIv1___Sc0000040:664956-665956,162,-21.59,2 19,556 577,17,70.59%,88.24%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6265.t1,GO:0015132,prostaglandin transmembrane transporter activity,40,9,4.23,0.02146,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g6265.t1::Pocillopora_meandrina_HIv1___Sc0000040:664956-665956,162,-21.59,2 19,556 577,17,70.59%,88.24%,0.225,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6265.t1,GO:0015143,urate transmembrane transporter activity,36,9,3.81,0.01084,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g6265.t1::Pocillopora_meandrina_HIv1___Sc0000040:664956-665956,162,-21.59,2 19,556 577,17,70.59%,88.24%,0.25,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6265.t1,GO:0015432,ABC-type bile acid transporter activity,33,9,3.49,0.00593,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g6265.t1::Pocillopora_meandrina_HIv1___Sc0000040:664956-665956,162,-21.59,2 19,556 577,17,70.59%,88.24%,0.2727272727,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6265.t1,GO:0034634,glutathione transmembrane transporter activity,41,9,4.33,0.025,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g6265.t1::Pocillopora_meandrina_HIv1___Sc0000040:664956-665956,162,-21.59,2 19,556 577,17,70.59%,88.24%,0.2195121951,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g29518.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-10,ID=Pocillopora_meandrina_HIv1___RNAseq.g29518.t1::Pocillopora_meandrina_HIv1___Sc0000017:6766886-6767886,170,-20.62,2 15,681 702,13,100.00%,100.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14182.t1,GO:0008241,peptidyl-dipeptidase activity,8,3,0.85,0.04396,Molecular Functions,ptuh-mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g14182.t1::Pocillopora_meandrina_HIv1___Sc0000027:4009859-4010859,163,-24.27,2 16,700 720,14,85.71%,92.86%,0.375,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14182.t1,GO:0008241,peptidyl-dipeptidase activity,8,3,0.85,0.04396,Molecular Functions,ptuh-mir-novel-7,ID=Pocillopora_meandrina_HIv1___RNAseq.g14182.t1::Pocillopora_meandrina_HIv1___Sc0000027:4009859-4010859,147,-22.2,2 17,109 133,18,72.22%,72.22%,0.375,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11266.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-100,ID=Pocillopora_meandrina_HIv1___RNAseq.g11266.t1::Pocillopora_meandrina_HIv1___Sc0000016:1307273-1308273,154,-23.83,2 19,957 975,18,77.78%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11266.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___RNAseq.g11266.t1::Pocillopora_meandrina_HIv1___Sc0000016:1307273-1308273,156,-20.43,2 22,522 549,25,64.00%,72.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g14169.t1,GO:0008241,peptidyl-dipeptidase activity,8,3,0.85,0.04396,Molecular Functions,ptuh-mir-novel-7,ID=Pocillopora_meandrina_HIv1___RNAseq.g14169.t1::Pocillopora_meandrina_HIv1___Sc0000027:3841928-3842928,145,-20.35,2 10,109 130,8,100.00%,100.00%,0.375,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g10299.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___TS.g10299.t1::Pocillopora_meandrina_HIv1___Sc0000003:1782394-1783394,151,-20.71,2 22,756 781,24,75.00%,79.17%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g13850.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g13850.t1::Pocillopora_meandrina_HIv1___xfSc0000477:1941-2941,154,-20.44,2 20,185 210,23,69.57%,69.57%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g10271.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-19,ID=Pocillopora_meandrina_HIv1___RNAseq.g10271.t1::Pocillopora_meandrina_HIv1___Sc0000029:857245-858245,165,-20.38,2 19,540 563,18,77.78%,88.89%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11546.t1,GO:0030246,carbohydrate binding,369,46,39.01,0.02273,Molecular Functions,ptuh-mir-novel-23,ID=Pocillopora_meandrina_HIv1___RNAseq.g11546.t1::Pocillopora_meandrina_HIv1___Sc0000016:5868744-5869379,159,-21.04,2 17,39 60,19,78.95%,78.95%,0.1246612466,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g20539.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-13,ID=Pocillopora_meandrina_HIv1___RNAseq.g20539.t1::Pocillopora_meandrina_HIv1___Sc0000001:21400287-21401287,158,-20.6,2 19,550 571,17,64.71%,88.24%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g24457.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___RNAseq.g24457.t1::Pocillopora_meandrina_HIv1___Sc0000004:3582617-3583617,160,-22.3,2 22,57 82,23,69.57%,73.91%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g24457.t1,GO:0035612,AP-2 adaptor complex binding,10,4,1.06,0.01549,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___RNAseq.g24457.t1::Pocillopora_meandrina_HIv1___Sc0000004:3582617-3583617,160,-22.3,2 22,57 82,23,69.57%,73.91%,0.4,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g22313.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-28,ID=Pocillopora_meandrina_HIv1___RNAseq.g22313.t1::Pocillopora_meandrina_HIv1___Sc0000000:16169834-16170834,151,-21.12,2 21,382 406,22,63.64%,72.73%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26471.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g26471.t1::Pocillopora_meandrina_HIv1___Sc0000014:7181883-7182883,155,-20.66,2 20,548 566,18,77.78%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26471.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___RNAseq.g26471.t1::Pocillopora_meandrina_HIv1___Sc0000014:7181883-7182883,164,-26.57,2 22,291 318,25,68.00%,76.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6284.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-4,ID=Pocillopora_meandrina_HIv1___RNAseq.g6284.t1::Pocillopora_meandrina_HIv1___Sc0000040:1000035-1001035,155,-21.27,2 22,829 850,20,65.00%,80.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g21320.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g21320.t1::Pocillopora_meandrina_HIv1___Sc0000000:3877314-3878314,158,-20.12,2 20,409 430,19,73.68%,78.95%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g21320.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-6,ID=Pocillopora_meandrina_HIv1___RNAseq.g21320.t1::Pocillopora_meandrina_HIv1___Sc0000000:3877314-3878314,155,-21.34,2 22,630 651,20,65.00%,80.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g9494.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-12,ID=Pocillopora_meandrina_HIv1___RNAseq.g9494.t1::Pocillopora_meandrina_HIv1___xfSc0000092:54237-55237,155,-20.31,2 16,566 587,14,78.57%,85.71%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g991.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-19,ID=Pocillopora_meandrina_HIv1___TS.g991.t1::Pocillopora_meandrina_HIv1___Sc0000002:10590262-10591114,162,-21.55,2 22,543 571,26,73.08%,76.92%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11113.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11113.t1::Pocillopora_meandrina_HIv1___Sc0000021:6022953-6023953,157,-22.32,2 19,962 984,18,72.22%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11113.t1,GO:0015132,prostaglandin transmembrane transporter activity,40,9,4.23,0.02146,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11113.t1::Pocillopora_meandrina_HIv1___Sc0000021:6022953-6023953,157,-22.32,2 19,962 984,18,72.22%,83.33%,0.225,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11113.t1,GO:0015143,urate transmembrane transporter activity,36,9,3.81,0.01084,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11113.t1::Pocillopora_meandrina_HIv1___Sc0000021:6022953-6023953,157,-22.32,2 19,962 984,18,72.22%,83.33%,0.25,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11113.t1,GO:0015432,ABC-type bile acid transporter activity,33,9,3.49,0.00593,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11113.t1::Pocillopora_meandrina_HIv1___Sc0000021:6022953-6023953,157,-22.32,2 19,962 984,18,72.22%,83.33%,0.2727272727,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g11113.t1,GO:0034634,glutathione transmembrane transporter activity,41,9,4.33,0.025,Molecular Functions,ptuh-mir-novel-26,ID=Pocillopora_meandrina_HIv1___RNAseq.g11113.t1::Pocillopora_meandrina_HIv1___Sc0000021:6022953-6023953,157,-22.32,2 19,962 984,18,72.22%,83.33%,0.2195121951,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g7873.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-28,ID=Pocillopora_meandrina_HIv1___RNAseq.g7873.t1::Pocillopora_meandrina_HIv1___Sc0000002:17936279-17937279,168,-30.25,2 21,634 655,19,68.42%,89.47%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g27370.t1,GO:0030246,carbohydrate binding,369,46,39.01,0.02273,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___RNAseq.g27370.t1::Pocillopora_meandrina_HIv1___Sc0000006:6450373-6451373,155,-20.42,2 22,971 996,23,65.22%,78.26%,0.1246612466,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g5573.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-17,ID=Pocillopora_meandrina_HIv1___RNAseq.g5573.t1::Pocillopora_meandrina_HIv1___Sc0000007:5124946-5125946,159,-20.96,2 21,216 241,22,72.73%,72.73%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g5573.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-17,ID=Pocillopora_meandrina_HIv1___RNAseq.g5573.t1::Pocillopora_meandrina_HIv1___Sc0000007:5124946-5125946,159,-22.14,2 21,35 60,22,72.73%,72.73%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g1170.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-28,ID=Pocillopora_meandrina_HIv1___TS.g1170.t1::Pocillopora_meandrina_HIv1___Sc0000002:12438916-12439916,153,-20.72,2 19,233 255,18,66.67%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g3192.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-8,ID=Pocillopora_meandrina_HIv1___RNAseq.g3192.t1::Pocillopora_meandrina_HIv1___Sc0000022:5605569-5606569,161,-21.05,2 22,605 627,20,65.00%,80.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g11683.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-29,ID=Pocillopora_meandrina_HIv1___TS.g11683.t1::Pocillopora_meandrina_HIv1___Sc0000027:496274-497274,184,-21.43,2 21,628 649,19,89.47%,89.47%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g21164.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-22,ID=Pocillopora_meandrina_HIv1___RNAseq.g21164.t1::Pocillopora_meandrina_HIv1___Sc0000000:2343861-2344861,170,-23.47,2 19,206 228,17,76.47%,94.12%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4714.t2,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-21,ID=Pocillopora_meandrina_HIv1___RNAseq.g4714.t2::Pocillopora_meandrina_HIv1___Sc0000015:8115515-8116515,155,-20.53,2 17,841 859,16,75.00%,87.50%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4220.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-17,ID=Pocillopora_meandrina_HIv1___RNAseq.g4220.t1::Pocillopora_meandrina_HIv1___Sc0000015:1294667-1295667,161,-20.64,2 20,379 400,18,77.78%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g23905.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-1,ID=Pocillopora_meandrina_HIv1___RNAseq.g23905.t1::Pocillopora_meandrina_HIv1___Sc0000005:12331082-12332082,141,-21.34,2 16,758 786,20,70.00%,70.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g19675.t2,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-6,ID=Pocillopora_meandrina_HIv1___TS.g19675.t2::Pocillopora_meandrina_HIv1___Sc0000034:2324158-2325158,159,-23.69,2 20,9 31,18,66.67%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g7810.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-28,ID=Pocillopora_meandrina_HIv1___RNAseq.g7810.t1::Pocillopora_meandrina_HIv1___Sc0000002:17200057-17201057,151,-26.56,2 21,115 137,20,65.00%,75.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g24511.t1,GO:0030246,carbohydrate binding,369,46,39.01,0.02273,Molecular Functions,ptuh-mir-novel-4,ID=Pocillopora_meandrina_HIv1___TS.g24511.t1::Pocillopora_meandrina_HIv1___Sc0000007:7721137-7722137,150,-22.41,2 11,196 218,9,100.00%,100.00%,0.1246612466,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g16535.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-1,ID=Pocillopora_meandrina_HIv1___RNAseq.g16535.t1::Pocillopora_meandrina_HIv1___Sc0000003:18620716-18621716,155,-22.29,2 22,294 323,27,62.96%,74.07%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g3744.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-17,ID=Pocillopora_meandrina_HIv1___RNAseq.g3744.t1::Pocillopora_meandrina_HIv1___Sc0000013:8297139-8298139,170,-22.48,2 22,745 765,20,80.00%,85.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26465.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-2023,ID=Pocillopora_meandrina_HIv1___RNAseq.g26465.t1::Pocillopora_meandrina_HIv1___Sc0000014:7058219-7059219,155,-20.66,2 20,708 726,18,77.78%,83.33%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g26465.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-31,ID=Pocillopora_meandrina_HIv1___RNAseq.g26465.t1::Pocillopora_meandrina_HIv1___Sc0000014:7058219-7059219,164,-26.57,2 22,451 478,25,68.00%,76.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g13134.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-6,ID=Pocillopora_meandrina_HIv1___TS.g13134.t1::Pocillopora_meandrina_HIv1___Sc0000021:295471-296471,159,-22.12,2 21,837 860,20,70.00%,80.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g13178.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-5,ID=Pocillopora_meandrina_HIv1___RNAseq.g13178.t1::Pocillopora_meandrina_HIv1___Sc0000010:2880784-2881784,150,-21.74,2 11,212 234,9,100.00%,100.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g17033.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-16,ID=Pocillopora_meandrina_HIv1___TS.g17033.t1::Pocillopora_meandrina_HIv1___Sc0000023:623596-624596,155,-20.77,2 22,954 982,26,61.54%,76.92%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6253.t2,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-11,ID=Pocillopora_meandrina_HIv1___RNAseq.g6253.t2::Pocillopora_meandrina_HIv1___Sc0000040:527608-528608,160,-21.96,2 18,209 231,17,82.35%,82.35%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g6253.t2,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-15,ID=Pocillopora_meandrina_HIv1___RNAseq.g6253.t2::Pocillopora_meandrina_HIv1___Sc0000040:527608-528608,160,-21.96,2 18,209 231,17,82.35%,82.35%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___TS.g25957.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-27,ID=Pocillopora_meandrina_HIv1___TS.g25957.t1::Pocillopora_meandrina_HIv1___Sc0000000:2871318-2872318,179,-23.15,2 20,750 770,18,88.89%,88.89%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g4266.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-32,ID=Pocillopora_meandrina_HIv1___RNAseq.g4266.t1::Pocillopora_meandrina_HIv1___Sc0000015:1818505-1819505,177,-26.96,2 18,839 860,16,87.50%,100.00%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g29778.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-11,ID=Pocillopora_meandrina_HIv1___RNAseq.g29778.t1::Pocillopora_meandrina_HIv1___Sc0000038:922046-923046,162,-23.84,2 18,670 689,16,87.50%,87.50%,0.1190239044,Pocillopora tuahiniensis
Pocillopora_meandrina_HIv1___RNAseq.g29778.t1,GO:0005524,ATP binding,2008,239,212.29,0.02208,Molecular Functions,ptuh-mir-novel-15,ID=Pocillopora_meandrina_HIv1___RNAseq.g29778.t1::Pocillopora_meandrina_HIv1___Sc0000038:922046-923046,162,-23.84,2 18,670 689,16,87.50%,87.50%,0.1190239044,Pocillopora tuahiniensis
